Date,Price,Close,Headlines
2019-12-20,"7,582.48",1.301744,Dismay at lottery for $2.1m drug to treat children with muscle-wasting disease Business live  Chancellor appoints Andrew Bailey as new Bank of England governor – as it happened Boeing Starliner space capsule goes off course on first test flight Retailers slash prices in hope of bumper Super Saturday Former France Télécom bosses given jail terms over workplace bullying Fighting fatbergs: 'This is now a huge environmental issue' Choosing 'safe hands' Bailey suggests PM less than upbeat over Brexit Heathrow says third runway to be delayed by at least a year ‘We put our lives on the line’: US miners' strike drags on over wages and safety Andrew Bailey appointed head of Bank of England 'It's killing us': midwestern workers savaged by Trump's trade wars The long read  Why WeWork went wrong City regulator Andrew Bailey favourite to take Bank of England job Car plant shutdowns around Brexit deadline hit UK production Watchdog investigates Bank of England security breach Just Eat takeover battle heats up as rivals make new bids Goldman Sachs 'close to $2bn settlement' over 1MDB scandal How eight seconds and illicit audio feed gave traders an edge Universities are failing to address the UK’s skills shortage Business live  Bank of England split over interest rates amid audio hack row - as it happened
2019-12-19,"7,573.82",1.308729,"Rightwing news network Sinclair raises minimum wage to $15 an hour What is high-frequency trading and how do you make money from it? Debt in developing economies rises to record $55tn Nils Pratley on finance  


  Bank of England deserves to be embarrassed about security breach UK house price growth to remain low despite talk of 'Boris bounce' Fossil fuels fall to record low proportion of UK energy mix Bank of England keeps interest rates on hold despite weak economy Conscious, ethical and cruelty-free: a guide to the language of sustainable fashion EU court rules Airbnb does not require estate agent licence ‘It’s just weird’: Oshawa sends off GM plant as thousands scramble for jobs Retail sales at 19-month low as Christmas shoppers leave it late 'It's mind-blowing': Emma Tillinger Koskoff on producing The Irishman and Joker British Airways slumps to near bottom in passenger survey Nils Pratley on finance  


  Bet365 chief's pay is less fascinating than where its revenues are made Unite union seeks jobs assurances after PSA-Fiat Chrysler merger Separate scandal-hit UK audit sector from accounting, says report Google and Facebook dominance should be curbed, suggests CMA UK banks and insurers to be tested on climate crisis response plans Business live  UK inflation at three-year low; Brexit worries weigh - as it happened Bet365 boss Denise Coates hits jackpot with £323m payday"
2019-12-18,"7,540.75",1.312215,"Guardian business Christmas quiz 2019 UK inflation stays low despite rising cost of chocolate and holidays Project Syndicate economists  


  Six tax-based ways to tackle US income inequality NAB chief admits banks' drive for profit helped create industry crisis US teens may be barred from buying vape pens and cigarettes Every McDonald's in Peru closes amid protests at death of two workers Advertising watchdog bans e-cigarette promotion on Instagram Zero-carbon ships on horizon under fuel levy plan Nils Pratley on finance  


  That Persimmon £75m bonus now looks as shoddy as its homes PM bans ministers from Davos in nod to working-class voters Persimmon accused of building homes with 'intolerable' fire risk Vera Lynn stops name being used to market gin in trademark ruling Pound slides to pre-election levels in wake of bid to outlaw Brexit extension Retailer Beales puts itself on the market in 'challenging times' Energy watchdog to cap energy bills by limiting profit of networks Business live  Pound tumbles amid Brexit cliff-edge fears; factory output slumps - as it happened Whirlpool recalls more than 500,000 washing machines over fire risk UK estate agents fined £600,000 for price-fixing UK manufacturing output falling at fastest rate since 2009, says CBI Book People goes into administration, with almost 400 jobs at risk"
2019-12-17,"7,525.28",1.327246,"UK wage growth slows again but employment hits record high Debate: how can we make Britain's food supply sustainable? Boeing's suspension of 737 Max production rattles airline industry Purdue payments to Sackler family surged after OxyContin fine Project Syndicate economists  


  Will the UK really turn into 'Singapore-on-Thames' after Brexit? Today in Focus  The ups and downs of Jamie Oliver World demand for coal falls despite growth in Asia Westpac scandal: Apra launches full investigation into bank over child exploitation allegations UK falls six places in gender equality rankings Boeing suspends production of 737 Max model involved in fatal crashes Investors could face cash restrictions on Woodford-style funds Nils Pratley on finance  


  Water companies would be best advised to swallow their medicine Transport operator FirstGroup weighs up sale of US businesses Market value of top UK firms up £50bn as post-election rally continues British Airways pilots vote to settle dispute over pay Major UK lenders all pass Bank of England stress tests Almost £600m worth of holidays cancelled in Thomas Cook collapse Business live  UK stock market surges by nearly £50bn as 'Boris bounce' continues - business live Retailers sell clothes at half price in huge pre-Christmas discounts SFO charges two ex-Serco employees with fraud and false accounting"
2019-12-16,"7,519.05",1.335327,"Mike Ashley: more House of Fraser stores likely to close UK water companies ordered to cut bills by £50 by 2025 Boris Johnson's tax plans face squeeze as public finances worsen Project Syndicate economists  


  What if the global economy’s luck runs out? Consumer champions  Halifax has been a pain over moving cash between my accounts Converting coal plants to biomass could fuel climate crisis, scientists warn Box office analysis: UK  Star Wars forecast to make 2019 all-time record year for UK box office Goldman Sachs to stop financing new drilling for oil in the Arctic House prices predicted to rise by 2% in UK – with the north leading the way Christmas tree lights bought online could pose fire hazard British Steel bid still on, insists Chinese firm Jingye Nuns take on BlackRock over climate emergency We can't fight fake news without saving local journalism Economics viewpoint  


  The Tories need to turn on the spending taps in the north now Who needs a $120,000 banana when you can get a $120,003.99 Popeyes sandwich? Business leader  


  On trade wars China is playing a careful game, but it holds more cards than Trump William Keegan's in my view  


  A victory won by Brexit lies does not make those lies true Letters: delivery drivers are treated like slaves 'Amazing deal' or 'capitulation'? Why the US-China trade truce may not last Observer business agenda  If the Brexit debate is over, the car industry’s problems are just beginning"
2019-12-13,"7,353.44",1.347527,"Johnson's Brexit needs to deliver economic benefits – and fast Crossrail delays will cost TfL up to £1.35bn in lost revenue Trump leads global reaction to Tory win with trade deal offer Competition watchdog investigates Viagogo over £3bn StubHub takeover Germany reintroduces 'Meister' qualification for craftspeople RBS to pay out £40m to customers over foreign exchange rigging Philip Green secures last-ditch £310m Topshop mortgage deal Big money  'Traitors to their class': meet the super rich who want to be taxed more Concern over gambling branding on children's pages in football programmes Shares jump and pound stages biggest rally in almost three years on Tory victory Beijing silent on US reports of China trade deal #PayUpHollywood: behind the fight for better treatment at the bottom Who turned out the lights? How the decade's final month changed cinema for ever Jetstar workers at risk of being 'crushed or ingested' by planes: SafeWork report UK property funds suffer worst week since Brexit referendum Pound surges after exit poll predicts huge Tory majority Business live  Markets hit record highs as Trump claims US-China trade deal is very close - business live Lachlan Murdoch's $150m Beverly Hillbillies mansion buy breaks record Nils Pratley on finance  


  Can we believe Trump when he says US-China trade deal is ‘very close’? George Soros hedge fund makes £16m bet against Daily Mail owner shares"
2019-12-12,"7,273.47",1.32001,"The Guardian view on Christmas shopping: the season to be spendthrift? Brief letters  The advantage of life in the slow train Wall Street hits high as Trump raises hopes of US-China trade deal Superdry warns of tough Christmas amid accounting error Ocado product range 'will be bigger and better' under M&S deal We can’t rely on shops to revive our town centres. They need a new magnet Woman who spent £16m in Harrods says court order is 'intrusive' Google's self-driving car project buys British AI firm Latent Logic Autonomy founder Mike Lynch accused of lying in fraud trial Jamie Oliver's Fifteen Cornwall closes with the loss of 100 jobs Firm to build Hollywood-style studio in UK and spend $180m on productions EU joins fight against US tax on 'accidental Americans' Week in geek  Kylo who? Mysteries that Star Wars: The Rise of Skywalker must solve The newest – and grossest – employee perk? Shoeless offices Saudi Aramco touches $2tn in value on second day of trading Putting butter back in the pastry: Patisserie Valerie's road to recovery Reach ‘peak meat’ by 2030 to tackle climate crisis, say scientists BT to let sport fans buy monthly pass to watch matches for first time Nils Pratley on finance  


  Saudi Aramco will soon be worth $2tn but it looks plainly overvalued Lloyd's of London issues trans and non-binary inclusion guide"
2019-12-11,"7,216.25",1.313129,"Saudi Aramco becomes most valuable listed company in history ATO data reveals almost a third of big companies still not paying tax in Australia Business live  Saudi Aramco IPO: Oil giant nears $2trn valuation despite climate fears - business live FAA let Boeing 737 Max continue to fly even as review found serious crash risk Stagecoach chairman Sir Brian Souter to step down Turkey plans to speed up fighter jet project with Britain Amazon investment in Deliveroo could lead to higher prices, says CMA British voters are terrified of US companies privatizing the NHS. They should be Over-50s specialist Saga appoints former Superdry boss as CEO China steps in as Zambia runs out of loan options Farmers in NSW's Bylong Valley fear for water and prime land if coalfields developed The empty doorway  


  Homelessness is a national disgrace. Let’s make Britain humane again UK's most-viewed home: a footballer's pad or stately house? People and power  Tories face loss of St Albans as candidate fails to impress voters British pub numbers grow for first time in decade US, Mexico and Canada sign revised trade deal to replace Nafta Saatchi isn't working: ad agency crisis deepens as directors and co-founder quit Ovo gets green light for £500m SSE takeover from watchdog One-third of Thomas Cook customers still waiting for refunds Exxon found not guilty of fraud over true cost of climate regulations"
2019-12-10,"7,213.76",1.314579,"Business live  UK GDP: economy stagnates as Brexit uncertainty hits growth - as it happened Westpac director Peter Marriott’s board seat in balance as money-laundering scandal looms over AGM Viewpoint column  


  There's zero interest in zero UK growth. How things have changed Nike employees stage protest as company reopens Alberto Salazar building Lloyds to reopen compensation claims for Reading fraud Factcheck  Would 'getting Brexit done' bring lots of new investment? Don't bring us figgy pudding … yet, say Christmas shoppers Santander UK chief's pension slashed by £436,000 over two years Mothercare losses deepen as sales continue to slide UK economy flatlines in run-up to general election ‘We were lied to’: bankruptcy leaves truckers stranded as holidays near Ted Baker bosses quit as it warns of profits plunge Project Syndicate economists  


  Can the eurozone economy be revived without budget deficits? Superannuation data reveals accounts being eaten away by high fees and poor returns Drax owner plans to be world's first carbon-negative business UK employers 'pause' job hiring as demand falls to seven-year low Paul Volcker, US Fed chief under Carter and Reagan, dies at 92 Thousands were paid to use extra renewable electricity on windy weekend PiggyBank owner collapses into administration Viewpoint column  


  Paul Volcker deserves to be remembered as most influential central banker"
2019-12-09,"7,233.90",1.313957,"Factcheck  Will the pound go up in value if Labour wins the general election? South Western Railway strike: union reveals plan to resolve dispute Business live  Pound hits 31-month high as Conservatives hold election lead - as it happened Project Syndicate economists  


  Fighting the climate crisis need not mean halting economic growth Subprime lender Amigo faces fresh turmoil as bosses quit Sanders and Ocasio-Cortez say company seeking HIV patent extension 'deceitful and immoral' Tullow Oil shares dive as chief is ousted amid problems in Ghana We’ve crunched the numbers – nationalisation would be a bargain Just Eat: Prosus ups offer to £5.1bn in Takeaway.com battle Trump's trade war creates 'nightmare before Christmas' for US toy-makers Project Syndicate economists  


  Public borrowing is cheap but ramping up debt is not without risk Rainy November adds to high street gloom as shopper numbers fall Energy treaty 'risks undermining EU's green new deal' NHS gives Amazon free use of health data under Alexa advice deal The Guardian view on Boris Johnson’s NHS plan: trading patient data Privatisation continues to threaten our NHS Tesco weighs up sale of Thai and Malaysian stores WTO faces crisis over settlement disputes unless Trump backs off Joe Biden: prosecute companies that stop workers forming unions Economics viewpoint  


  Economic conditions favour the left, so why is Labour not expected to win with ease?"
2019-12-06,"7,239.66",1.315841,"Eddie Stobart wins reprieve as ex-owners bail out haulage firm 'It shows a nicer way of life': meet the makers of the £100 viral Christmas ad Tilting tech and talking toilets: the good and bad of Virgin Trains Jessops jobs and stores in jeopardy after administrators called in Record US jobs growth persisted in November with end of GM strike John Lewis to offshore contact centre jobs as UK staff laid off The Guardian's Audio Long Reads  How our home delivery habit reshaped the world – podcast UK house prices rise despite uncertainty over Brexit and election Come mall ye faithful: 40,000 festive shoppers to hit Swedish superstore Investors pull £2.8bn out of UK property funds amid high street gloom How I spend it  ‘I’m Ikea’s first female carpenter in the UK and I love it’ Christmas jumpers add to plastic pollution crisis, says charity McDonald's NZ launches 'not quite vegetarian' McVeggie burger Passengers protest to demand Northern rail be stripped of franchise Eddie Stobart transport firm teeters on brink of collapse Saudi Aramco to be world's most valuable firm after IPO next week BP boosts stake in solar firm amid clean energy plan for its offices Dunelm bucks ailing homewares sector with expected profits boost Tory poll lead powers pound to 31-month high against euro Aston Martin shares accelerate on talk of bid by F1 billionaire"
2019-12-05,"7,137.85",1.311131,"Business live  Glencore hit by SFO bribery probe; pound hits 31-month high - as it happened Sports Direct puts Lillywhites London lease up for sale Opec considering huge oil production cuts to avoid market slump Serious Fraud Office investigates Glencore over suspected bribery New car sales fall again as UK demand for diesel vehicles dives 2020 looks set to be a tough year for the American trucking industry Customers clinch victory as Co-op Bank recognises ethics campaign Nestlé cannot claim bottled water is 'essential public service', court rules Coles to pay milk supplier $5.25m after allegedly failing to pass on full price increase Nils Pratley on finance  


  M&C Saatchi's accounts scandal paints a less than glittering picture Metro Bank chief to step down two months after chairman End of an era as Google founders step down from parent company Sterling soars against dollar as traders bet on Johnson election win We must continue Jack and Saskia’s progressive work with prisoners Rail strike is poor timing for Labour AOC and Sanders tout NHS after video of Brits gasping at US healthcare goes viral Card retailer Clintons seals rescue deal that saves 2,500 jobs Business live  M&G suspends property fund amid Brexit uncertainty and retail crisis - business live UK could drop plans to tax tech firms in rush to secure US trade deal HSBC overdraft rate to quadruple for some customers"
2019-12-04,"7,188.50",1.299782,"What does the M&G property fund own? French workers cherish their welfare state. That’s why they’re striking Scottish Power plans to build solar panels beside windfarms Tax office accuses multinationals of failing to inform public about Australian operations Hedge fund boss pays himself £200m despite fund's profits falling Take it from an American – the NHS is a marvel. You must vote to save it A very Black Friday: how the fetish for vinyl is sending prices soaring M&G suspends £2.5bn property fund blaming retail crisis and Brexit Edinburgh Woollen Mill cancels dividend as it eyes ailing rivals M&C Saatchi shares plunge as accounting scandal deepens Factcheck  Would Labour really save families more than £6,700 a year? Quiz warns of store closures after retailer's high street sales slump How Boris Johnson and Brexit are Berlusconifying Britain Markets in tailspin amid fears US-China trade deal is in peril Weak GDP no surprise as economists declare 'household recession' US politics live  House intelligence committee votes to pass impeachment report – as it happened Swansea tidal power project launches 11th-hour £1m fundraising drive Top UK firms failing to increase boardroom diversity, study shows Trump says China-US trade deal could wait until after 2020 election Google co-founders Page and Brin step down from parent company as Pichai takes over"
2019-12-03,"7,158.76",1.294063,"Business live  Wall Street and FTSE 100 sink as Trump intensifies trade war fears - as it happened Nils Pratley on finance  


  The IFS raises a far better question on Labour's renationalisation plans Pakistani tycoon agrees to hand over £190m to UK authorities EasyJet back in FTSE 100 six months after dropping out The Guardian view on Boris Johnson’s poverty plan: spread it widely? Shortcuts  Why is a 2017 bottle of Irn-Bru selling for £250? IFS warns Labour renationalisation may delay low-carbon economy Sky to create 2,000 jobs with new Elstree TV and film studio Climate emergency: Lagarde says ECB must step up action John Lewis reports record sales week thanks to Black Friday US threatens tariffs on French cheese, handbags and lipstick Consumer champions  Why does John Lewis act as if it is above the law? UK firms urge Brazil to stop Amazon deforestation for soy production TSB bonuses to be docked for failure to meet gender balance targets UK retailers enjoyed 'outstanding' Black Friday sales figures Business live  Markets slide as Trump hits Brazil and Argentina with steel tariffs – business live Nils Pratley on finance  


  BlackRock's Larry Fink must think again over tackling climate crisis 'Black wall' of redacted pages as UK fracking report finally released VW accused of using 'innovative' defences in high court battle Trump to restore steel tariffs on Brazil and Argentina"
2019-12-02,"7,285.94",1.291289,"EU to investigate Google over data collection practices UK factories are laying off workers at fastest rate for seven years Syrian war documentary For Sama triumphs at British independent film awards Rail commuters bemoan crowding as South Western begins month of strikes The Guardian's Audio Long Reads  How big tech is dragging us towards the next financial crash – podcast Thousands of homes in central Scotland facing days without gas Punish directors who don't make climate disclosures, says hedge fund Huawei under fire in China over employee detained for eight months Ted Baker shares fall after it warns of £25m balance sheet error Consumer champions  BA fails to keep its promise over pilots’ strike fiasco Markets buoyed by China economic data as clouds remain over trade talks Brexit voters more likely to live in areas at risk from rise of robots Coal power becoming 'uninsurable' as firms refuse cover New study deems Amazon worst for 'aggressive' tax avoidance Hollywood blockbuster boom fuels record UK cinema advertising Fossil fuel lobbyists push to dilute EU anti-greenwash plan US seeks to extradite UK tech billionaire Michael Lynch Culture of impunity: how Australia dropped the ball on policing the banks There’s a simple way to protect the NHS from US trade negotiators UN appoints Mark Carney to help finance climate action goals"
2019-11-29,"7,346.53",1.291289,"Black Friday sees sluggish start as more US consumers shop online London hedge fund's 17 partners share £258m windfall Factcheck  Is Boris Johnson right about EU state aid rules? Brexit would free up more state aid for ailing firms, claims Johnson Twitter chief Jack Dorsey announces plans to move to Africa Brief letters  Let’s help Boris Johnson take second place US retail employees call out working conditions with Black Friday protests Business live  Daimler cost cutting drive puts at least 10,000 jobs at risk - as it happened Daimler to axe at least 10,000 jobs worldwide NatWest's online banking and mobile app crash on Black Friday Carrot mania: shoppers in a frenzy over Aldi's plush toy Kevin Daily Mail owner buys the i newspaper for £49.6m The Upside weekly report  Buy nothing or give something for a good Black Friday Mass consumerism is destroying our planet. This Black Friday, let’s take a stand HSBC and Santander to refund customers over unauthorised overdrafts Npower to axe up to 4,500 jobs as part of major restructuring plan RBS takes on Monzo with standalone digital bank Bó The long read  How the right’s radical thinktanks reshaped the Conservative party Viagogo takeover of StubHub: music industry calls for watchdog to intervene Before you jump on the Black Friday sales train ask yourself: do you need this?"
2019-11-28,"7,416.43",1.292992,"UK should contribute £20bn to UN climate fund by 2030, report says Fortnum & Mason reports bumper year despite Hong Kong protests Nils Pratley on finance  


  It's about time Ofwat got tougher on 'game-playing' water companies IFS manifesto verdict: neither Tories nor Labour have credible spending plan The Guardian view on Labour and Tories: radical economics now the norm Virgin Money almost doubles CEO's pay despite £385m PPI charge 12 EU states reject move to expose companies' tax avoidance The upside  Buy Nowt protest urges Yorkshire shoppers to ignore Black Friday Barclays chief Jes Staley could have pension payment cut in half Peacocks chain set to rescue Bonmarché from collapse IFS to Tories and Labour: a plague on both your houses Business live  Pound hits six-month high against euro, but trade worries weigh on stocks – business live TSB branch closures: the towns and cities affected Factcheck  Has Boris Johnson really been opposed to austerity since 2010? There's only one way to take on big tech: by reining in big money and big state UK house price growth picks up speed despite economic uncertainty ‘A comfort pillow of naughtiness’: 18 of Britain’s top chefs on their favourite fast food Project Syndicate economists  


  Governments should turn back the clock over trade policy UK supermarkets 'not transparent enough' about pesticide use More directors may leave Westpac as investigation seeks board accountability Guardian Brexit watch  


  Are economic doldrums likely to continue? Experts debate the data Guardian Brexit watch  How has Brexit vote affected UK economy? November verdict Corbyn nationalisation plans for energy sector to collide with international treaties City investors urge UK's top firms to pay workers living wage Port Talbot steelworks owner confirms plan to cut up to 1,000 UK jobs Brait to put New Look, Virgin Active and Iceland stakes up for sale West coast train services to be rebranded with Avanti logo Nils Pratley on finance  


  The great pensions wheeze: why an executive pay revolution hasn’t happened High street's hopes for Black Friday bonanza unlikely to be realised EU ministers to vote on move to expose firms' tax avoidance King coal no more as insurer Axa vows to divest from fossil fuel Government faces calls to speed up regulation of funeral industry Business live  Wall Street hits record high after US GDP is revised up – business live Lloyds plan to cut chief executive's pay by £220,000 US vaping backlash dents British American Tobacco revenues United States of plastic  Recycling isn’t working – here are 15 ways to shrink your plastic footprint TRNSMT music festival boss: 50-50 gender balance is 'a while' away Walmart offers Thanksgiving workers measly discount in place of holiday pay Ikea steps up drive to become carbon neutral with extra €200m Europe now  


  The ‘crisis of capitalism’ is not the one Europeans think it is"
2019-11-26,"7,403.14",1.289724,"As Hong Kong suffers, China risks losing its financial window on the world No-deal Brexit 'would cost UK car industry £40bn by 2024' Nils Pratley on finance  


  De La Rue shareholders suffer from a licence to print money Business live  FTSE 250 hits 15-month high; woes at UK banknote maker De La Rue – as it happened Audi plans 9,500 job cuts to save £5bn for electric car investment Revival of Edinburgh's Jenners building may force store's departure What the chaotic launch of Tesla’s Cybertruck tells us about Elon Musk All aboard: bosses keep roles as Virgin hands over to First Group De La Rue warns its future is in 'significant doubt' Germany is damaging the European economy. The answer? Raise German wages FCA to ban promotion of mini-bonds to small investors Ikea profits fall 10% as retailer invests in online operation Citigroup fined £44m by Bank over poor financial information Yes, electric vehicles really are better than fossil fuel burners 'They're profiting off pain': the push to rein in the $1.2bn prison phone industry Mumford & Sons star: UK needs small venues to nurture talent What does the first official Netflix cinema mean for Hollywood? Black Friday UK: just one in 20 discounts are genuine, research finds Nils Pratley on finance  


  If rival ride-hailing firms can steer TfL's standards – then why not Uber? Sports Direct plans to rebrand itself as Frasers Group"
2019-11-25,"7,396.29",1.285347,"'Bring them home to the pack': call centre's Wolf of Wall Street culture Whistleblowers: funeral firm described customers as ‘gazelles’ to be hunted Frozen 2 breaks record after raking in a cool $350m at the box office Swiss ticket reseller Viagogo to snap up StubHub from eBay in $4bn deal Can a movie bring about major corporate change? Former Barclays executive tells jury he was 'close' to Qatar PM Fearless Girl: firm behind Wall Street statue bids to remove Australian copy Business live  UK retail sales stabilise; German confidence rises; Hong Kong shares surge - as it happened TSB to close 86 branches with loss of up to 400 jobs Uber loses London licence after TfL finds drivers faked identity High street stores get pre-Christmas boost as sales stop falling Global use of coal-fired electricity set for biggest fall this year Louis Vuitton owner LVMH to buy Tiffany for $16bn Boris Johnson plays for time with a cautious, tepid manifesto Project Syndicate economists  


  Are electric vehicles really so climate friendly? Today in Focus  The rise of Netflix: an empire built on debt Tory manifesto receives muted welcome from business leaders Unimpressed by airlines’ carbon offsetting Scottish Power plans major expansion of onshore windfarms Petrofac executive accused of keeping fake accounts to disguise bribes"
2019-11-22,"7,326.81",1.29199,"Court fines Weetabix £140,000 for polluting river near factory Factcheck  Will corporation tax increases always lower wages and raise prices? Legal & General defends holding Shell stock in climate fund Nationwide profits hit by mortgage war and PPI mis-selling Business live  UK companies endure sharpest downturn since Brexit vote – as it happened TSB struck by new IT glitch just months after £366m meltdown I’m a multimillionaire – and I think the tax system doesn’t serve most Americans Scooter Braun pleads for resolution with Taylor Swift following death threats McDonnell rejects claims Labour would leave people worse off An Economic History of the English Garden by Roderick Floud review – finance and flowers 'Armour glass' windows on new Tesla Cybertruck break during demonstration – video Cybertruck: Tesla unveils new pickup truck but windows break during demo ‘We were sold off’: WeWork’s support staff face uncertain future as company collapses Former staff at Soho restaurant say they are owed wages Valve reveals VR-exclusive game Half-Life: Alyx Tesla to unveil long-hyped 'cyberpunk' electric pickup truck Investing: get the full picture before you risk peer-to-peer Nils Pratley on finance  


  Labour wants to nationalise the big six. Why, exactly, is unclear World Chess to issue digital tokens in stock market flotation Jeremy Corbyn urges public to vote for 'manifesto of hope'"
2019-11-21,"7,238.55",1.292708,"Businesses criticise Labour's 'command and control' manifesto policies Shareholders back Wetherspoon chairman Tim Martin at AGM Labour manifesto comes with risks but price may be worth paying The Guardian view on the Labour manifesto: bold pledges for anxious times Saudi Arabian oil firm Aramco hires 25 banks to work on flotation Royal Mail share price tumbles over delay in shake-up plan South Western rail staff confirm Christmas period strike action WeWork announces 2,400 employees to lose their jobs Jeremy Corbyn's Labour manifesto harks back to the 1940s Business blog  Britain runs up biggest October budget deficit in five years – as it happened Former Zuma minister appears in court on charges of corruption Government borrowing hits five-year high amid election spending vows Jeremy Corbyn launches most radical Labour manifesto in decades Thomas Cook's buyer hires 1,500 extra staff in boost for package holiday sector British Airways: 'glitch' delays flights at Heathrow and Gatwick Project Syndicate economists  


  Nine reasons why the stock markets are far too optimistic UK growth will dip to 1% even if no-deal Brexit avoided, warns OECD Revealed: Bayer AG discussed plans to give not-for-profit funding for influence The long read  How our home delivery habit reshaped the world What is Westpac accused of, and how is this related to child exploitation? – explainer"
2019-11-20,"7,262.49",1.29295,"Why not a big stick for Westpac and the banks? They’re acting like Marvel villains AFP investigates payments by Westpac customers allegedly linked to child exploitation Today in Focus  Election 2019: Labour's plan to nationalise 'rip-off' companies Australian women win landmark vaginal mesh class action against Johnson & Johnson Which? reveals its pick of the best supermarket luxury mince pies Economics viewpoint  


  Boris Johnson’s national insurance promise will be hard to keep Janus Henderson fined £1.9m for overcharging thousands of investors We need honesty on the pitfalls of freedom of movement Alibaba on track to raise £10bn in Hong Kong listing Business live  European Central Bank warns of growing risks to global financial stability – as it happened Prince Andrew: the companies and colleges cutting ties with Duke of York China's appetite for coal power returns despite climate pledge Letter casts doubt on when Prince Andrew met Epstein Legal & General agrees tie-up to build 3,500 affordable homes Aston Martin unveils £158,000 SUV aimed at wealthy women Project Syndicate economists  


  The IMF is losing influence – and for that it must share the blame Housebuilding data shows dearth of homes for affordable renting Fever-Tree mixes revenue warning with US expansion cheer Value of UK's live music scene hits record high North Sea oilfields could help contain climate change, says report And action! Ditched Dagenham studio plan back on, says developer Want firms to behave better? Then beef-up contracts, says IPPR Adani says Carmichael mine ready to ship coal in 2021 despite needing extra funding Boeing wins up to $6bn of orders for grounded 737 Max jets Targeted pay rises needed to boost public sector, says thinktank WeWork: New York attorney general investigating founder's possible self-dealing Nils Pratley on finance  


  If Labour wants to rewrite the rules it needs clearer policies Lidl’s 19,000 UK staff to get pay rise in line with living wage EasyJet to offset carbon emissions from all its flights Man sues Burger King for cooking vegan burger and meat on same grill Can carbon offsets tackle airlines’ emissions problem? John McDonnell says workers will take back control under Labour – video Business live  Wall Street hits new record highs on trade deal hopes – as it happened Lloyd's of London takes to City pubs to stamp out bad behaviour Pass notes  A therapeutic tuning fork: why is Marie Kondo selling the world’s most unnecessary item? Unions seek talks after Tata Steel shock plan to cut 3,000 jobs Labour would rewrite rules of UK economy, says John McDonnell TSB lacked common sense in run-up to IT meltdown, says report UK poised to approve £4bn US takeover of defence firm Cobham Labour’s programme is reasonable, not radical – more Scandinavia than Venezuela"
2019-11-19,"7,323.80",1.295085,"Bill Gates backs startup using sunlight to create 1,000C-plus heat Merger between New Zealand Herald and Stuff owners back on the table How the Ikea Christmas ad brought grime to the masses Jayne-Anne Gadhia: 'People joke I have a way with bearded billionaires' People often don't trust us on 5G: Telstra asks government to help combat health fears Mission incredible: Bob Katter, Ricki-Lee and the $135m Dunk Island spending spree Kylie Jenner makes $600m from selling majority share in her beauty company Chick-fil-A pulls funding for Christian groups criticised for LGBT stance Taylor Swift cleared to perform old songs at AMAs after label backs down Politics live with Andrew Sparrow  General election 2019: Court rejects Lib Dem and SNP bid to join Johnson and Corbyn in ITV debate – as it happened Big profits can fuel bad corporate behaviour, new research shows Guardian Opinion cartoon  Martin Rowson on Boris Johnson's pitch to business – cartoon KPMG ends its backing for Prince Andrew's mentorship scheme Renewable energy: climate crisis 'may have triggered faster wind speeds' G4S has no place on ethical index, London Stock Exchange told Nils Pratley on finance  


  Saudi Aramco flotation is a failure before it has even begun NHS staff must speak up about state of health service Jamie Oliver launches new mid-range restaurant concept Pawnbroker H&T halts short-term loans as FCA launches review Jo Swinson gets best reception at CBI for Lib Dems' pro-EU stance"
2019-11-18,"7,307.70",1.292123,"Boris Johnson to shelve planned cut in corporation tax Business blog  Pound rises on Brexit deal optimism – as it happened Pernod Ricard staff allege firm's 'drinking culture' made them ill Johnson’s Brexit would devastate business – the CBI must be hoping that he’s lying Saudi Aramco scales back preparations for flotation John Lewis to offer 'experience playgrounds' in bid to reinvent stores Nicolas Cage gets role of a lifetime... as Nicolas Cage General election: party leaders to set out plans for business Wealthy people are spending less – are they seeing signs of a recession? Fall in UK house prices as election keeps homes off the market Canada's farmers pushed to the brink by politics, weather and banks Boris Johnson to pledge tax cuts for business in bid to ease Brexit fears Computer firm HP rejects takeover approach by Xerox The Guardian view on political turbulence in Germany: can the centre hold? Labour to reform public appointments amid row over G4S director Charity fund manager moves to tackle modern slavery Do we need full-fibre broadband? Ask the lucky few who have it Saudi Aramco valuation falls below $2tn target Iran supreme leader backs petrol price rises as protests spread Economics viewpoint  


  Why is UK unemployment still low? We are working longer hours"
2019-11-15,"7,302.94",1.288178,"The Guardian view on the NHS and the election: money talks Food prices set to rise in UK as floods ruin crops Openreach overreach? Labour's free broadband plan faces hurdles Payday lender Non-Standard Finance warns on profits A big galaxy with few sugar-free options Carpetright agrees £15m sale to main investor Meditor Noel parking: Tesco van appears on roof to start Christmas ad blitz Lloyds shareholders lose legal fight over HBOS takeover Business live  BT claims Labour nationalisation plan would cost up to £100bn - business live Bribery allegations over fishing rights rock Iceland and Namibia Halifax joins HSBC in letting customers block cards from gambling This pension scheme has 8m members – and ethical savers do best How feasible is Labour's free broadband plan and part-nationalisation of BT? European Investment Bank to phase out fossil fuel financing Jeremy Corbyn attacks 'pricing out' of football fans in Premier League 'We saw a double sunrise': London-Sydney flight touches down after 19 hours Labour knew austerity was wrong. Now, at last, it also has a vision for growth Labour urged to scale back plans to give workers stake in firms Victims of bank transfer scams risk being left unprotected Watchdog attacks Tory and Labour minimum wage proposals"
