,Date,FTSE,NASDAQ,HANG,SP500,DAX
964,23/11/2018,6952.86,6938.98,25927.68,2632.56,11192.69
965,21/11/2018,7050.23,6972.25,25971.47,2649.93,11244.17
966,20/11/2018,6947.92,6908.82,25840.34,2641.89,11066.41
967,19/11/2018,7000.89,7028.48,26372.0,2690.73,11244.54
968,16/11/2018,7013.88,7247.87,26183.53,2736.27,11341.0
969,15/11/2018,7038.01,7259.03,26103.34,2730.2,11353.67
970,14/11/2018,7033.79,7136.39,25654.43,2701.58,11412.53
971,13/11/2018,7053.76,7200.88,25792.87,2722.18,11472.22
972,12/11/2018,7053.08,7200.87,25633.18,2726.22,11325.44
973,09/11/2018,7105.34,7406.9,25601.92,2781.01,11529.16
974,08/11/2018,7140.68,7530.89,26227.72,2806.83,11527.32
975,07/11/2018,7117.28,7570.75,26147.69,2813.89,11579.1
976,06/11/2018,7040.68,7375.96,26120.96,2755.45,11484.34
977,05/11/2018,7103.84,7328.85,25934.39,2738.31,11494.96
978,02/11/2018,7094.12,7356.99,26486.35,2723.06,11518.99
979,01/11/2018,7114.66,7434.06,25416.0,2740.37,11468.54
980,31/10/2018,7128.1,7305.9,24979.69,2711.74,11447.51
981,30/10/2018,7035.85,7161.65,24585.53,2682.63,11287.39
982,29/10/2018,7026.32,7050.29,24812.04,2641.25,11335.48
983,26/10/2018,6939.56,7167.21,24717.63,2658.69,11200.62
984,25/10/2018,7004.1,7318.34,24994.46,2705.57,11307.12
985,24/10/2018,6962.98,7108.4,25249.78,2656.1,11191.63
986,23/10/2018,6955.21,7437.54,25346.55,2740.69,11274.28
987,22/10/2018,7042.8,7468.63,26153.15,2755.88,11524.34
988,19/10/2018,7049.8,7449.03,25561.4,2767.78,11553.83
989,18/10/2018,7026.99,7485.14,25454.55,2768.78,11589.21
990,16/10/2018,7059.4,7645.49,25462.26,2809.92,11776.55
991,15/10/2018,7029.22,7430.74,25445.06,2750.79,11614.16
992,12/10/2018,6995.91,7496.89,25801.49,2767.13,11523.81
993,11/10/2018,7006.93,7329.06,25266.37,2728.37,11539.35
994,10/10/2018,7145.74,7422.05,26193.07,2785.68,11712.5
995,09/10/2018,7237.59,7738.02,26172.91,2880.34,11977.22
996,08/10/2018,7233.33,7735.95,26202.57,2884.43,11947.16
997,05/10/2018,7318.54,7788.45,26572.57,2885.57,12111.9
998,04/10/2018,7418.34,7879.51,26623.87,2901.61,12244.14
999,02/10/2018,7474.55,7999.55,27126.38,2923.43,12287.58
1000,28/09/2018,7510.2,8046.35,27788.52,2913.98,12246.73
1001,27/09/2018,7545.44,8041.97,27715.67,2914.0,12435.59
1002,26/09/2018,7511.49,7990.37,27816.87,2905.97,12385.89
1003,24/09/2018,7458.41,7993.25,27499.39,2919.37,12350.82
1004,21/09/2018,7490.23,7986.95,27953.58,2929.67,12430.88
1005,20/09/2018,7367.32,8028.23,27477.67,2930.75,12326.48
1006,19/09/2018,7331.12,7950.04,27407.37,2907.95,12219.02
1007,18/09/2018,7300.23,7956.11,27084.66,2904.31,12157.67
1008,17/09/2018,7302.1,7895.79,26932.85,2888.8,12096.41
1009,14/09/2018,7304.04,8010.04,27286.41,2904.98,12124.33
1010,13/09/2018,7281.57,8013.71,27014.49,2904.18,12055.55
1011,12/09/2018,7313.36,7954.23,26345.04,2888.92,12032.3
1012,11/09/2018,7273.54,7972.47,26422.55,2887.89,11970.27
1013,10/09/2018,7279.3,7924.16,26613.42,2877.13,11986.34
1014,07/09/2018,7277.7,7902.54,26973.47,2871.68,11959.63
1015,06/09/2018,7318.96,7922.73,26974.82,2878.05,11955.25
1016,05/09/2018,7383.28,7995.17,27243.85,2888.6,12040.46
1017,04/09/2018,7457.86,8091.25,27973.34,2896.72,12210.21
1018,31/08/2018,7432.42,8109.54,27888.55,2901.52,12364.06
1019,30/08/2018,7516.03,8088.36,28164.05,2901.13,12494.24
1020,29/08/2018,7563.21,8109.69,28416.44,2914.04,12561.68
1021,28/08/2018,7617.22,8030.04,28351.62,2897.52,12527.42
1022,24/08/2018,7577.49,7945.98,27671.87,2874.69,12394.52
1023,23/08/2018,7563.22,7878.46,27790.46,2856.98,12365.58
1024,22/08/2018,7574.24,7889.1,27927.58,2861.82,12385.7
1025,21/08/2018,7565.7,7859.17,27752.79,2862.96,12384.49
1026,20/08/2018,7591.26,7821.01,27598.02,2857.05,12331.3
1027,17/08/2018,7558.59,7816.33,27213.41,2850.13,12210.55
1028,16/08/2018,7556.38,7806.52,27100.06,2840.69,12237.17
1029,15/08/2018,7497.87,7774.12,27323.59,2818.37,12163.01
1030,14/08/2018,7611.64,7870.89,27752.93,2839.96,12358.87
1031,13/08/2018,7642.45,7819.71,27936.57,2821.93,12358.74
1032,10/08/2018,7667.01,7839.11,28366.62,2833.28,12424.35
1033,09/08/2018,7741.77,7891.78,28607.3,2853.58,12676.11
1034,08/08/2018,7776.65,7888.33,28359.14,2857.7,12633.54
1035,07/08/2018,7718.48,7883.66,28248.88,2858.45,12648.19
1036,06/08/2018,7663.78,7859.68,27819.56,2850.4,12598.21
1037,03/08/2018,7659.1,7812.02,27676.32,2840.35,12615.76
1038,02/08/2018,7575.93,7802.69,27714.56,2827.22,12546.33
1039,01/08/2018,7652.91,7707.29,28340.74,2813.36,12737.05
1040,31/07/2018,7748.76,7671.79,28583.01,2816.29,12805.5
1041,30/07/2018,7700.85,7630.0,28733.13,2802.6,12798.2
1042,27/07/2018,7701.31,7737.42,28804.28,2818.82,12860.4
1043,26/07/2018,7663.17,7852.19,28781.14,2837.44,12809.23
1044,25/07/2018,7658.26,7932.24,28920.9,2846.07,12579.33
1045,24/07/2018,7709.05,7840.77,28662.57,2820.4,12689.39
1046,23/07/2018,7655.79,7841.87,28256.12,2806.98,12548.57
1047,20/07/2018,7678.79,7820.2,28224.48,2801.83,12561.42
1048,19/07/2018,7683.97,7825.3,28010.86,2804.49,12686.29
1049,18/07/2018,7676.28,7854.44,28117.42,2815.62,12765.94
1050,17/07/2018,7626.33,7855.12,28181.68,2809.55,12661.54
1051,16/07/2018,7600.45,7805.72,28539.66,2798.43,12561.02
1052,13/07/2018,7661.87,7825.98,28525.44,2801.31,12540.73
1053,12/07/2018,7651.33,7823.92,28480.83,2798.29,12492.97
1054,11/07/2018,7591.96,7716.61,28311.69,2774.02,12417.13
1055,10/07/2018,7692.04,7759.2,28682.25,2793.84,12609.85
1056,09/07/2018,7687.99,7756.2,28688.5,2784.17,12543.89
1057,06/07/2018,7617.7,7688.39,28315.62,2759.82,12496.17
1058,05/07/2018,7603.22,7586.43,28182.09,2736.61,12464.29
1059,03/07/2018,7593.29,7502.67,28545.57,2713.22,12349.14
1060,29/06/2018,7636.93,7510.3,28955.11,2718.37,12306.0
1061,28/06/2018,7615.63,7503.68,28497.32,2716.31,12177.23
1062,27/06/2018,7621.69,7445.09,28356.26,2699.63,12348.61
1063,26/06/2018,7537.92,7561.63,28881.4,2723.06,12234.34
1064,25/06/2018,7509.84,7532.01,28961.39,2717.07,12270.33
1065,22/06/2018,7682.27,7692.82,29338.7,2754.88,12579.72
1066,21/06/2018,7556.44,7712.95,29296.05,2749.76,12511.91
1067,20/06/2018,7627.4,7781.52,29696.17,2767.32,12695.16
1068,19/06/2018,7603.85,7725.59,29468.15,2762.59,12677.97
1069,15/06/2018,7633.91,7746.38,30309.49,2779.66,13010.55
1070,14/06/2018,7765.79,7761.04,30440.17,2782.49,13107.1
1071,13/06/2018,7703.71,7695.7,30725.15,2775.63,12890.58
1072,12/06/2018,7703.81,7703.79,31103.06,2786.85,12842.3
1073,11/06/2018,7737.43,7659.93,31063.7,2782.0,12842.91
1074,08/06/2018,7681.07,7645.51,30958.21,2779.03,12766.55
1075,07/06/2018,7704.4,7635.07,31512.63,2770.37,12811.05
1076,06/06/2018,7712.37,7689.24,31259.1,2772.35,12830.07
1077,05/06/2018,7686.8,7637.86,31093.45,2748.8,12787.13
1078,04/06/2018,7741.29,7606.46,30997.98,2746.87,12770.75
1079,01/06/2018,7701.77,7554.33,30492.91,2734.62,12724.27
1080,31/05/2018,7678.2,7442.12,30468.56,2705.27,12604.89
1081,30/05/2018,7689.57,7462.45,30056.79,2724.01,12783.76
1082,29/05/2018,7632.64,7396.59,30484.58,2689.86,12666.51
1083,25/05/2018,7730.28,7433.85,30588.04,2721.33,12938.01
1084,24/05/2018,7716.74,7424.43,30760.41,2727.76,12855.09
1085,23/05/2018,7788.44,7425.95,30665.64,2733.29,12976.84
1086,18/05/2018,7778.79,7354.34,31047.91,2712.97,13077.72
1087,17/05/2018,7787.97,7382.47,30942.15,2720.13,13114.61
1088,16/05/2018,7734.2,7398.3,31110.2,2722.46,12996.33
1089,15/05/2018,7722.98,7351.63,31152.03,2711.45,12970.04
1090,14/05/2018,7710.98,7411.31,31541.08,2730.13,12977.71
1091,11/05/2018,7724.55,7402.88,31122.06,2727.72,13001.24
1092,10/05/2018,7700.97,7404.98,30809.22,2723.07,13022.87
1093,09/05/2018,7662.52,7339.9,30536.14,2697.79,12943.06
1094,08/05/2018,7565.75,7266.9,30402.81,2671.92,12912.21
1095,04/05/2018,7567.14,7209.62,29926.5,2663.42,12819.6
1096,03/05/2018,7502.69,7088.15,30313.37,2629.73,12690.15
1097,02/05/2018,7543.2,7100.9,30723.88,2635.67,12802.25
1098,30/04/2018,7509.3,7066.27,30808.45,2648.05,12612.11
1099,27/04/2018,7502.21,7119.8,30280.67,2669.91,12580.87
1100,26/04/2018,7421.43,7118.68,30007.68,2666.94,12500.47
1101,25/04/2018,7379.32,7003.74,30328.15,2639.4,12422.3
1102,24/04/2018,7425.4,7007.35,30636.24,2634.56,12550.82
1103,23/04/2018,7398.87,7128.6,30254.4,2670.29,12572.39
1104,20/04/2018,7368.17,7146.13,30418.33,2670.14,12540.5
1105,19/04/2018,7328.92,7238.06,30708.44,2693.13,12567.42
1106,18/04/2018,7317.34,7295.24,30284.25,2708.64,12590.83
1107,17/04/2018,7226.05,7281.1,30062.75,2706.39,12585.57
1108,16/04/2018,7198.2,7156.28,30315.59,2677.84,12391.41
1109,13/04/2018,7264.56,7106.65,30808.38,2656.3,12442.4
1110,12/04/2018,7258.34,7140.25,30831.28,2663.99,12415.01
1111,11/04/2018,7257.14,7069.03,30897.71,2642.19,12293.97
1112,10/04/2018,7266.75,7094.3,30728.74,2656.87,12397.32
1113,09/04/2018,7194.75,6950.34,30229.58,2613.16,12261.75
1114,06/04/2018,7183.64,6915.11,29844.94,2604.47,12241.27
1115,04/04/2018,7034.01,7042.11,29518.69,2644.69,11957.9
1116,03/04/2018,7030.46,6941.28,30180.1,2614.45,12002.45
1117,29/03/2018,7056.61,7063.44,30093.38,2640.87,12096.73
1118,28/03/2018,7044.74,6949.23,30022.53,2605.0,11940.71
1119,27/03/2018,7000.14,7008.81,30790.83,2612.62,11970.83
1120,26/03/2018,6888.69,7220.54,30548.77,2658.55,11787.26
1121,23/03/2018,6921.94,6992.67,30309.29,2588.26,11886.31
1122,22/03/2018,6952.59,7166.68,31071.05,2643.69,12100.08
1123,21/03/2018,7038.97,7345.28,31414.52,2711.93,12309.15
1124,20/03/2018,7061.27,7364.3,31549.93,2716.94,12307.33
1125,19/03/2018,7042.93,7344.24,31513.76,2712.92,12217.02
1126,16/03/2018,7164.14,7481.99,31501.97,2752.01,12389.58
1127,15/03/2018,7139.76,7481.74,31541.1,2747.33,12345.56
1128,14/03/2018,7132.69,7496.81,31435.01,2749.48,12237.74
1129,13/03/2018,7138.78,7511.01,31601.45,2765.31,12221.03
1130,12/03/2018,7214.76,7588.32,31594.33,2783.02,12418.39
1131,09/03/2018,7224.51,7560.81,30996.21,2786.57,12346.68
1132,08/03/2018,7203.24,7427.95,30654.52,2738.97,12355.57
1133,07/03/2018,7157.84,7396.65,30196.92,2726.8,12245.36
1134,06/03/2018,7146.75,7372.01,30510.73,2728.12,12113.87
1135,05/03/2018,7115.98,7330.7,29886.39,2720.94,12090.87
1136,02/03/2018,7069.9,7257.87,30583.45,2691.25,11913.71
1137,01/03/2018,7175.64,7180.56,31044.25,2677.67,12190.94
1138,28/02/2018,7231.91,7273.01,30844.72,2713.83,12435.85
1139,27/02/2018,7282.45,7330.35,31268.66,2744.28,12490.73
1140,26/02/2018,7289.58,7421.46,31498.6,2779.6,12527.04
1141,23/02/2018,7244.41,7337.39,31267.17,2747.3,12483.79
1142,22/02/2018,7252.39,7210.09,30965.68,2703.96,12461.91
1143,21/02/2018,7281.57,7218.23,31431.89,2701.33,12470.49
1144,20/02/2018,7246.77,7234.31,30873.63,2716.26,12487.9
1145,15/02/2018,7234.81,7256.43,31115.43,2731.2,12346.17
1146,14/02/2018,7213.97,7143.61,30515.6,2698.63,12339.16
1147,13/02/2018,7168.01,7013.51,29839.53,2662.94,12196.5
1148,12/02/2018,7177.06,6981.96,29459.63,2656.0,12282.77
1149,09/02/2018,7092.43,6874.49,29507.42,2619.55,12107.48
1150,08/02/2018,7170.69,6777.16,30451.27,2581.0,12260.29
1151,07/02/2018,7279.42,7051.98,30323.2,2681.66,12590.43
1152,06/02/2018,7141.4,7115.88,30595.42,2695.14,12392.66
1153,05/02/2018,7334.98,6967.53,32245.22,2648.94,12687.49
1154,02/02/2018,7443.43,7240.95,32601.78,2762.13,12785.16
1155,01/02/2018,7490.39,7385.86,32642.09,2821.98,13003.9
1156,31/01/2018,7533.55,7411.48,32887.27,2823.81,13189.48
1157,30/01/2018,7587.98,7402.48,32607.29,2822.43,13197.71
1158,29/01/2018,7671.53,7466.51,32966.89,2853.53,13324.48
1159,26/01/2018,7665.54,7505.77,33154.12,2872.87,13340.17
1160,25/01/2018,7615.84,7411.16,32654.45,2839.25,13298.36
1161,24/01/2018,7643.43,7415.06,32958.69,2837.54,13414.74
1162,23/01/2018,7731.83,7460.29,32930.7,2839.13,13559.6
1163,22/01/2018,7715.44,7408.03,32393.41,2832.97,13463.69
1164,19/01/2018,7730.79,7336.38,32254.89,2810.3,13434.45
1165,18/01/2018,7700.96,7296.05,32121.94,2798.03,13281.43
1166,17/01/2018,7725.43,7298.28,31983.41,2802.56,13183.96
1167,16/01/2018,7755.93,7223.69,31904.75,2776.42,13246.33
1168,12/01/2018,7778.64,7261.06,31412.54,2786.24,13245.03
1169,11/01/2018,7762.94,7211.78,31120.39,2767.56,13202.9
1170,10/01/2018,7748.51,7153.57,31073.72,2748.23,13281.34
1171,09/01/2018,7731.02,7163.58,31011.41,2751.29,13385.59
1172,08/01/2018,7696.51,7157.39,30899.53,2747.71,13367.78
1173,05/01/2018,7724.22,7136.56,30814.64,2743.15,13319.64
1174,04/01/2018,7695.88,7077.91,30736.48,2723.99,13167.89
1175,03/01/2018,7671.11,7065.53,30560.95,2713.06,12978.21
1176,02/01/2018,7648.1,7006.9,30515.31,2695.81,12871.39
1177,29/12/2017,7687.77,6903.39,29919.15,2673.61,12917.64
1178,28/12/2017,7622.88,6950.16,29863.71,2687.54,12979.94
1179,27/12/2017,7620.68,6939.34,29597.66,2682.62,13070.02
1180,22/12/2017,7592.66,6959.96,29578.01,2683.34,13072.79
1181,21/12/2017,7603.98,6965.36,29367.06,2684.57,13109.74
1182,20/12/2017,7525.22,6960.96,29234.09,2679.25,13069.17
1183,19/12/2017,7544.09,6963.85,29253.66,2681.47,13215.79
1184,18/12/2017,7537.01,6994.76,29050.41,2690.16,13312.3
1185,15/12/2017,7490.57,6936.58,28848.11,2675.81,13103.56
1186,14/12/2017,7448.12,6856.53,29166.38,2652.01,13068.08
1187,13/12/2017,7496.51,6875.8,29222.1,2662.85,13125.64
1188,12/12/2017,7500.41,6862.32,28793.88,2664.11,13183.53
1189,11/12/2017,7453.48,6875.08,28965.29,2659.99,13123.65
1190,08/12/2017,7393.96,6840.08,28639.85,2651.5,13153.7
1191,07/12/2017,7320.75,6812.84,28303.19,2636.98,13045.15
1192,06/12/2017,7348.03,6776.38,28224.8,2629.27,12998.85
1193,05/12/2017,7327.5,6762.21,28842.8,2629.57,13048.54
1194,04/12/2017,7338.97,6775.37,29138.28,2639.44,13058.55
1195,01/12/2017,7300.49,6847.59,29074.24,2642.22,12861.49
1196,30/11/2017,7326.67,6873.97,29177.35,2647.58,13023.98
1197,29/11/2017,7393.56,6824.39,29623.83,2626.07,13061.87
1198,28/11/2017,7460.65,6912.36,29680.85,2627.04,13059.53
1199,27/11/2017,7383.9,6878.52,29686.19,2601.42,13000.2
1200,24/11/2017,7409.64,6889.16,29866.32,2602.42,13059.84
1201,22/11/2017,7419.02,6867.36,30003.49,2597.08,13015.04
1202,21/11/2017,7411.34,6862.48,29818.07,2599.03,13167.54
1203,20/11/2017,7389.46,6790.71,29260.31,2582.14,13058.66
1204,17/11/2017,7380.68,6782.79,29199.04,2578.85,12993.73
1205,16/11/2017,7386.94,6793.29,29018.76,2585.64,13047.22
1206,15/11/2017,7372.61,6706.21,28851.69,2564.62,12976.37
1207,14/11/2017,7414.42,6737.87,29152.12,2578.87,13033.48
1208,13/11/2017,7415.18,6757.6,29182.18,2584.84,13074.42
1209,10/11/2017,7432.99,6750.94,29120.92,2582.3,13127.47
1210,09/11/2017,7484.1,6750.05,29136.57,2584.62,13182.56
1211,08/11/2017,7529.72,6789.12,28907.6,2594.38,13382.42
1212,07/11/2017,7513.11,6767.78,28994.34,2590.64,13379.27
1213,06/11/2017,7562.28,6786.44,28596.8,2591.13,13468.79
1214,03/11/2017,7560.35,6764.44,28603.61,2587.84,13478.86
1215,02/11/2017,7555.32,6714.94,28518.64,2579.85,13440.93
1216,01/11/2017,7487.96,6716.53,28594.06,2579.36,13465.51
1217,30/10/2017,7487.81,6698.96,28336.19,2572.83,13229.57
1218,27/10/2017,7505.03,6701.26,28438.85,2581.07,13217.54
1219,26/10/2017,7486.5,6556.77,28202.38,2560.4,13133.28
1220,25/10/2017,7447.21,6563.89,28302.89,2557.15,12953.41
1221,24/10/2017,7526.54,6598.43,28154.97,2569.13,13013.19
1222,23/10/2017,7524.45,6586.83,28305.88,2564.98,13003.14
1223,20/10/2017,7523.23,6629.05,28487.24,2575.21,12991.28
1224,19/10/2017,7523.04,6605.07,28159.09,2562.1,12990.1
1225,18/10/2017,7542.87,6624.22,28711.76,2561.26,13043.03
1226,17/10/2017,7516.17,6623.66,28697.49,2559.36,12995.06
1227,16/10/2017,7526.97,6624.01,28692.8,2557.64,13003.7
1228,13/10/2017,7535.44,6605.8,28476.43,2553.17,12991.87
1229,12/10/2017,7556.24,6591.51,28459.03,2550.93,12982.89
1230,11/10/2017,7533.81,6603.55,28389.57,2555.24,12970.68
1231,10/10/2017,7538.27,6587.25,28490.83,2550.64,12949.25
1232,09/10/2017,7507.89,6579.73,28326.59,2544.73,12976.4
1233,06/10/2017,7522.87,6590.18,28458.04,2549.33,12955.94
1234,04/10/2017,7467.58,6534.63,28379.18,2537.74,12970.52
1235,29/09/2017,7372.76,6495.96,27554.3,2519.36,12828.86
1236,28/09/2017,7322.82,6453.45,27421.6,2510.06,12704.65
1237,27/09/2017,7313.51,6453.26,27642.43,2507.04,12657.41
1238,26/09/2017,7285.74,6380.16,27513.01,2496.84,12605.2
1239,25/09/2017,7301.29,6370.59,27500.34,2496.66,12594.81
1240,22/09/2017,7310.64,6426.92,27880.53,2502.22,12592.35
1241,21/09/2017,7263.9,6422.69,28110.33,2500.6,12600.03
1242,20/09/2017,7271.95,6456.04,28127.8,2508.24,12569.17
1243,19/09/2017,7275.25,6461.32,28051.41,2506.65,12561.79
1244,18/09/2017,7253.28,6454.64,28159.77,2503.87,12559.39
1245,15/09/2017,7215.47,6448.47,27807.59,2500.23,12518.81
1246,14/09/2017,7295.39,6429.08,27777.2,2495.62,12540.45
1247,13/09/2017,7379.7,6460.19,27894.08,2498.37,12553.57
1248,12/09/2017,7400.69,6454.28,27972.24,2496.48,12524.77
1249,11/09/2017,7413.59,6432.26,27955.13,2488.11,12475.24
1250,08/09/2017,7377.6,6360.19,27668.47,2461.43,12303.98
1251,07/09/2017,7396.98,6397.87,27522.92,2465.1,12296.63
1252,06/09/2017,7354.13,6393.31,27613.76,2465.54,12214.54
1253,05/09/2017,7372.92,6375.57,27741.35,2457.85,12123.71
1254,01/09/2017,7438.5,6435.33,27953.16,2476.55,12142.64
1255,31/08/2017,7430.62,6428.66,27970.3,2471.65,12055.84
1256,30/08/2017,7365.26,6368.31,28094.61,2457.59,12002.47
1257,29/08/2017,7337.43,6301.89,27765.01,2446.3,11945.88
1258,25/08/2017,7401.46,6265.64,27848.16,2443.05,12167.94
1259,24/08/2017,7407.06,6271.33,27518.6,2438.97,12180.83
1260,23/08/2017,7382.65,6278.41,27506.0,2444.04,12174.3
1261,22/08/2017,7381.74,6297.48,27401.67,2452.51,12229.34
1262,21/08/2017,7318.88,6213.13,27154.68,2428.37,12065.99
1263,18/08/2017,7323.98,6216.53,27047.57,2425.55,12165.19
1264,17/08/2017,7387.87,6221.91,27344.22,2430.01,12203.46
1265,16/08/2017,7433.03,6345.11,27409.07,2468.11,12263.86
1266,15/08/2017,7383.85,6333.01,27174.96,2464.61,12177.04
1267,14/08/2017,7353.89,6340.23,27250.23,2465.84,12165.12
1268,11/08/2017,7309.96,6256.56,26883.51,2441.32,12014.06
1269,10/08/2017,7389.94,6216.87,27444.0,2438.21,12014.3
1270,09/08/2017,7498.06,6352.33,27757.09,2474.02,12154.0
1271,08/08/2017,7542.73,6370.46,27854.91,2474.92,12292.05
1272,07/08/2017,7531.94,6383.77,27690.36,2480.91,12257.17
1273,04/08/2017,7511.71,6351.56,27562.68,2476.83,12297.72
1274,03/08/2017,7474.77,6340.34,27531.01,2472.16,12154.72
1275,02/08/2017,7411.43,6362.65,27607.38,2477.57,12181.48
1276,01/08/2017,7423.66,6362.94,27540.23,2476.35,12251.29
1277,31/07/2017,7372.0,6348.12,27323.99,2470.3,12118.25
1278,28/07/2017,7368.37,6374.68,26979.39,2472.1,12162.7
1279,27/07/2017,7443.01,6382.19,27131.17,2475.42,12212.04
1280,26/07/2017,7452.32,6422.75,26941.02,2477.83,12305.11
1281,25/07/2017,7434.82,6412.17,26852.05,2477.13,12264.31
1282,24/07/2017,7377.73,6410.81,26846.83,2469.91,12208.95
1283,21/07/2017,7452.91,6387.75,26706.09,2472.54,12240.06
1284,20/07/2017,7487.87,6390.0,26740.21,2473.45,12447.25
1285,19/07/2017,7430.91,6385.04,26672.16,2473.83,12452.05
1286,18/07/2017,7390.22,6344.31,26524.94,2460.61,12430.39
1287,17/07/2017,7404.13,6314.43,26470.58,2459.14,12587.16
1288,14/07/2017,7378.39,6312.47,26389.23,2459.27,12631.72
1289,13/07/2017,7413.44,6274.44,26346.17,2447.83,12641.33
1290,12/07/2017,7416.93,6261.17,26043.64,2443.25,12626.58
1291,11/07/2017,7329.76,6193.31,25877.64,2425.53,12437.02
1292,10/07/2017,7370.03,6176.39,25500.06,2427.43,12445.92
1293,07/07/2017,7350.92,6153.08,25340.85,2425.18,12388.68
1294,06/07/2017,7337.28,6089.46,25465.22,2409.75,12381.25
1295,05/07/2017,7367.6,6150.85,25521.97,2432.54,12453.68
1296,03/07/2017,7377.09,6110.06,25784.17,2429.01,12475.31
1297,30/06/2017,7312.72,6140.42,25764.58,2423.41,12325.12
1298,29/06/2017,7350.32,6144.35,25965.42,2419.7,12416.19
1299,28/06/2017,7387.8,6234.41,25683.5,2440.69,12647.27
1300,27/06/2017,7434.36,6146.62,25839.99,2419.38,12671.02
1301,26/06/2017,7446.8,6247.15,25871.89,2439.07,12770.83
1302,23/06/2017,7424.13,6265.25,25670.05,2438.3,12733.41
1303,22/06/2017,7439.29,6236.69,25674.53,2434.5,12794.0
1304,21/06/2017,7447.79,6233.95,25694.58,2435.61,12774.26
1305,20/06/2017,7472.71,6188.03,25843.04,2437.03,12814.79
1306,19/06/2017,7523.81,6239.01,25924.55,2453.46,12888.95
1307,16/06/2017,7463.54,6151.76,25626.49,2433.15,12752.73
1308,15/06/2017,7419.36,6165.5,25565.34,2432.46,12691.81
1309,14/06/2017,7474.4,6194.89,25875.9,2437.92,12805.95
1310,13/06/2017,7500.44,6220.37,25852.1,2440.35,12764.98
1311,12/06/2017,7511.87,6175.47,25708.04,2429.39,12690.44
1312,09/06/2017,7527.33,6207.92,26030.29,2431.77,12815.72
1313,08/06/2017,7449.98,6321.76,26063.06,2433.79,12713.58
1314,07/06/2017,7478.62,6297.38,25974.16,2433.14,12672.49
1315,06/06/2017,7524.95,6275.06,25997.14,2429.33,12690.12
1316,02/06/2017,7547.63,6305.8,25924.05,2439.07,12822.94
1317,01/06/2017,7543.77,6246.83,25809.22,2430.06,12664.92
1318,31/05/2017,7519.95,6198.52,25660.65,2411.8,12615.06
1319,26/05/2017,7547.63,6210.19,25639.27,2415.82,12602.18
1320,25/05/2017,7517.71,6205.26,25630.78,2415.07,12621.72
1321,24/05/2017,7514.9,6163.02,25428.5,2404.39,12642.87
1322,23/05/2017,7485.29,6138.71,25403.15,2398.42,12659.15
1323,22/05/2017,7496.34,6133.62,25391.34,2394.02,12619.46
1324,19/05/2017,7470.71,6083.7,25174.87,2381.73,12638.69
1325,18/05/2017,7436.42,6055.13,25136.52,2365.72,12590.06
1326,17/05/2017,7503.47,6011.24,25293.63,2357.03,12631.61
1327,16/05/2017,7522.03,6169.87,25335.94,2400.67,12804.53
1328,15/05/2017,7454.37,6149.67,25371.59,2402.32,12807.04
1329,12/05/2017,7435.39,6121.23,25156.34,2390.9,12770.41
1330,11/05/2017,7386.63,6115.96,25125.55,2394.44,12711.06
1331,10/05/2017,7385.24,6129.14,25015.42,2399.63,12757.46
1332,09/05/2017,7342.21,6120.59,24889.03,2396.92,12749.12
1333,08/05/2017,7300.86,6102.66,24577.91,2399.38,12694.55
1334,05/05/2017,7297.43,6100.76,24476.35,2399.29,12716.89
1335,04/05/2017,7248.1,6075.34,24683.88,2389.52,12647.78
1336,02/05/2017,7250.05,6095.37,24696.13,2391.17,12507.9
1337,28/04/2017,7203.94,6047.61,24615.13,2384.2,12438.01
1338,27/04/2017,7237.17,6048.94,24698.48,2388.77,12443.79
1339,26/04/2017,7288.72,6025.23,24578.43,2387.45,12472.8
1340,25/04/2017,7275.64,6025.49,24455.94,2388.61,12467.04
1341,24/04/2017,7264.68,5983.82,24139.48,2374.15,12454.98
1342,21/04/2017,7114.55,5910.52,24042.02,2348.69,12048.57
1343,20/04/2017,7118.54,5916.78,24056.98,2355.84,12027.32
1344,19/04/2017,7114.36,5863.03,23825.88,2338.17,12016.45
1345,18/04/2017,7147.5,5849.47,23924.54,2342.19,12000.44
1346,13/04/2017,7327.59,5805.15,24261.66,2328.95,12109.0
1347,12/04/2017,7348.99,5836.16,24313.5,2344.93,12154.7
1348,11/04/2017,7365.5,5866.77,24088.46,2353.78,12139.35
1349,10/04/2017,7348.94,5880.93,24262.18,2357.16,12200.52
1350,07/04/2017,7349.37,5877.81,24267.3,2355.54,12225.06
1351,06/04/2017,7303.2,5878.95,24273.72,2357.49,12230.89
1352,05/04/2017,7331.68,5864.48,24400.8,2352.95,12217.54
1353,03/04/2017,7282.69,5894.68,24261.48,2358.84,12257.2
1354,31/03/2017,7322.92,5911.74,24111.59,2362.72,12312.87
1355,30/03/2017,7369.52,5914.34,24301.09,2368.06,12256.43
1356,29/03/2017,7373.72,5897.55,24392.05,2361.13,12203.0
1357,28/03/2017,7343.42,5875.14,24345.87,2358.57,12149.42
1358,27/03/2017,7293.5,5840.37,24193.7,2341.59,11996.07
1359,24/03/2017,7336.82,5828.74,24358.27,2343.98,12064.27
1360,23/03/2017,7340.71,5817.69,24327.7,2345.96,12039.68
1361,22/03/2017,7324.72,5821.64,24320.41,2348.45,11904.12
1362,21/03/2017,7378.34,5793.82,24593.12,2344.02,11962.13
1363,20/03/2017,7429.81,5901.53,24501.99,2373.47,12052.9
